id,race,age,marital_status,kids_no,school_type,maxgrade,comleted,degree,pregnancy_count,marriage_count,religion,ever_worked,work_type,weight,height,earnings
26538,other,28,married,0,college,6,True,Master,0,1,other,True,full-time,47,170,12500
37555,white,23,informal relationship,0,college,4,False,Bachelor,0,None,protestant,False,part-time,54,163,20000
32665,white,26,informal relationship,0,college,6,False,Bachelor,0,None,protestant,True,both,102,168,40000
29094,hispanic,28,married,1,school,9,True,None,1,1,catholic,True,both,70,163,7500
31557,other,30,married,0,college,6,True,Master,1,1,other,False,None,None,None,None
42678,white,34,married,2,school,12,True,None,2,1,catholic,False,None,76,168,None
28648,white,40,married,1,college,3,False,None,0,1,protestant,True,full-time,77,168,40000
32611,white,18,never married,0,college,1,False,None,0,None,other,False,part-time,68,163,7500
32585,white,17,never married,0,school,12,False,None,0,None,protestant,False,None,86,178,None
34064,white,19,never married,1,school,11,False,None,1,None,baptist,False,None,64,168,25000
40456,white,21,never married,0,college,2,True,None,0,None,None,False,full-time,73,160,5000
33741,white,19,never married,0,college,2,False,None,0,None,catholic,False,part-time,82,160,7500
35203,white,24,married,1,school,12,True,None,1,1,protestant,True,part-time,68,170,5000
28629,white,17,never married,0,school,11,False,None,0,None,catholic,False,part-time,57,170,5000
27243,white,21,never married,0,college,3,True,None,0,None,catholic,True,both,81,175,7500
37412,white,36,divorced,4,school,12,True,None,8,1,catholic,True,both,50,160,5000
27681,white,17,never married,0,school,11,False,None,2,None,protestant,False,None,116,180,5000
32367,white,43,married,0,school,12,True,None,2,1,None,True,full-time,118,173,30000
34508,white,36,married,5,college,1,True,None,4,1,protestant,True,part-time,64,160,7500
32620,white,18,never married,0,school,12,True,None,0,None,None,False,part-time,71,165,7500
36556,white,16,never married,0,school,11,False,None,0,None,None,False,None,54,157,None
29759,white,28,married,2,college,2,True,None,2,1,catholic,True,full-time,113,155,25000
26683,white,25,informal relationship,1,college,3,True,None,1,None,protestant,False,part-time,64,175,30000
41686,white,26,never married,0,college,3,False,Associate,0,None,None,True,both,70,180,15000
29677,white,24,never married,1,school,12,True,None,3,None,other,True,full-time,111,175,15000
40974,white,30,married,4,college,2,False,None,6,2,baptist,True,part-time,91,157,12500
32717,white,37,separated,2,school,12,True,None,3,1,protestant,False,part-time,104,168,5000
33104,black,24,never married,0,school,12,True,None,0,None,protestant,True,part-time,92,163,5000
36173,black,25,never married,0,college,2,False,None,0,None,baptist,False,None,125,168,10000
39639,black,21,informal relationship,0,college,3,False,None,0,None,baptist,False,full-time,76,168,20000
29470,hispanic,32,never married,0,school,10,False,None,0,None,None,False,None,125,168,None
35353,black,30,never married,0,college,4,True,Bachelor,0,None,protestant,True,full-time,69,173,7500
42092,black,23,never married,2,school,12,False,None,2,None,baptist,True,None,66,152,7500
35832,black,39,never married,0,college,4,False,None,1,None,baptist,True,None,75,152,7500
40461,black,28,married,1,college,1,False,None,3,1,protestant,True,full-time,113,165,30000
42672,black,30,never married,3,college,1,False,None,3,None,protestant,True,full-time,82,160,20000
35417,black,30,never married,1,college,2,False,None,3,None,baptist,True,part-time,None,None,7500
39524,black,37,married,1,college,3,True,Associate,2,1,protestant,True,both,125,180,15000
35211,white,35,never married,0,school,12,True,None,5,None,None,True,full-time,91,157,30000
41980,white,44,informal relationship,0,school,11,True,None,7,1,protestant,True,full-time,86,168,12500
31842,white,26,never married,1,college,5,True,Associate,1,None,protestant,True,full-time,67,157,20000
37333,black,38,never married,2,college,1,False,None,3,None,baptist,True,both,68,170,15000
41487,black,25,married,4,school,12,True,None,8,1,protestant,True,full-time,95,170,15000
30185,black,27,never married,3,college,1,False,None,3,None,protestant,True,both,125,165,20000
29588,black,23,never married,1,school,9,True,None,0,None,protestant,True,both,59,150,25000
30324,white,40,divorced,0,school,11,False,None,7,1,catholic,True,full-time,76,160,30000
28450,black,18,never married,4,school,10,True,None,0,None,protestant,True,both,59,160,7500
41911,black,42,never married,0,college,2,True,None,2,None,baptist,True,full-time,107,160,12500
31600,black,22,never married,2,college,1,False,None,3,None,baptist,True,both,91,173,10000
32685,black,27,never married,1,school,11,True,None,2,None,baptist,True,full-time,56,155,10000
32681,black,31,divorced,2,college,2,True,None,4,1,baptist,True,both,79,157,30000
26474,black,38,never married,0,school,12,True,None,0,None,protestant,True,None,75,168,12500
29393,black,28,married,1,college,1,True,None,1,1,baptist,True,full-time,91,165,35000
31110,black,35,never married,0,college,1,True,None,3,None,baptist,True,full-time,109,168,20000
26214,black,27,never married,0,college,2,True,None,1,None,baptist,True,full-time,67,160,50000
34506,black,16,never married,0,school,10,False,None,0,None,baptist,False,None,47,152,None
39736,black,27,never married,3,school,12,True,None,5,None,protestant,True,None,64,165,35000
26995,black,27,never married,4,school,12,True,None,5,None,None,True,full-time,54,157,15000
40404,black,18,never married,0,college,1,False,None,0,None,baptist,False,None,70,None,None
35853,black,17,never married,1,school,12,False,None,2,None,other,False,None,77,168,None
26861,black,29,married,3,college,2,False,None,5,1,protestant,True,part-time,94,180,60000
38918,black,29,never married,3,school,11,True,None,8,None,protestant,True,full-time,None,None,10000
28919,black,16,never married,0,school,11,False,None,0,None,protestant,False,None,64,170,None
28966,black,42,never married,0,school,12,True,None,1,None,protestant,True,full-time,77,170,50000
31813,black,40,never married,2,school,12,True,None,4,None,baptist,True,part-time,61,152,5000
30620,black,44,widowed,0,school,12,True,None,5,1,protestant,True,full-time,47,157,25000
32145,black,16,never married,0,school,10,False,None,0,None,baptist,False,part-time,50,163,7500
35999,black,28,never married,2,school,11,True,None,2,None,baptist,True,part-time,86,157,7500
42065,black,19,never married,0,school,12,False,None,0,None,baptist,False,both,57,155,10000
29337,black,31,married,4,college,1,False,None,4,1,protestant,True,full-time,86,163,30000
32960,black,18,never married,0,school,9,True,None,1,None,None,True,both,90,168,12500
29655,black,43,never married,0,school,12,True,None,9,None,baptist,False,None,65,180,None
27057,black,18,never married,0,school,12,True,None,0,None,baptist,False,None,75,165,None
26710,black,26,never married,1,college,1,False,None,2,None,baptist,True,None,125,163,7500
28305,black,29,separated,2,college,1,False,None,4,1,protestant,True,full-time,93,157,50000
27219,black,28,never married,1,school,12,True,None,None,None,baptist,True,full-time,100,163,15000
32362,black,28,never married,0,school,12,True,None,1,None,baptist,True,full-time,93,163,20000
27650,black,18,never married,0,college,1,True,None,0,None,baptist,False,full-time,59,170,5000
31552,black,30,married,0,school,11,False,None,0,1,protestant,False,both,75,180,7500
31941,black,16,never married,0,school,11,True,None,0,None,baptist,False,part-time,54,168,7500
29749,black,35,never married,1,school,12,True,None,4,None,baptist,True,full-time,61,168,25000
27424,black,38,married,4,college,2,False,None,4,1,protestant,True,None,118,165,40000
33223,black,33,never married,1,college,7,False,Master,3,None,protestant,True,full-time,80,165,35000
27677,black,42,never married,1,college,2,True,None,2,None,None,True,None,None,None,2137000
31493,black,17,never married,0,school,12,True,None,0,None,None,False,part-time,62,163,12500
28418,black,35,widowed,3,college,6,False,Bachelor,5,2,baptist,True,full-time,91,170,75000
28753,black,19,informal relationship,0,college,1,False,None,2,None,protestant,True,full-time,None,None,10000
31715,black,24,informal relationship,1,college,2,True,None,3,None,None,True,part-time,None,None,5000
31985,black,32,never married,0,school,10,False,None,2,None,None,True,None,125,157,10000
26650,black,26,separated,0,college,1,False,None,2,1,protestant,True,full-time,64,163,40000
29437,black,42,separated,0,school,12,True,None,0,1,baptist,True,full-time,75,160,30000
26958,black,35,informal relationship,0,college,1,False,None,0,None,baptist,True,both,125,175,25000
32702,black,16,never married,0,school,9,False,None,2,None,protestant,False,part-time,None,None,5000
27300,black,42,married,0,school,10,False,None,4,2,protestant,True,both,96,165,50000
26669,black,38,never married,1,school,12,True,None,1,None,baptist,True,part-time,100,165,5000
26920,black,30,married,4,college,2,True,Associate,4,1,baptist,False,part-time,84,155,5000
30602,black,15,never married,0,school,10,False,None,0,None,protestant,False,both,52,163,5000
30848,black,16,never married,0,school,11,False,None,0,None,protestant,False,None,79,160,None
30639,black,16,never married,0,school,10,False,None,0,None,None,False,None,52,157,5000
30930,black,19,never married,1,school,11,True,None,2,None,protestant,True,None,None,None,30000
29510,black,29,married,0,college,5,False,Bachelor,0,1,baptist,True,full-time,97,163,40000
33574,black,27,never married,0,college,2,True,None,0,None,None,False,part-time,125,170,7500
26366,black,17,never married,0,school,12,False,None,1,None,None,False,part-time,64,175,10000
35116,black,34,widowed,2,college,4,True,Bachelor,8,2,protestant,True,part-time,78,175,40000
30001,black,40,married,2,school,12,True,None,3,1,baptist,True,full-time,82,168,35000
26459,black,16,never married,1,school,9,False,None,0,None,None,False,part-time,58,165,5000
36083,black,35,informal relationship,0,college,4,True,Bachelor,0,1,baptist,True,both,100,157,30000
33182,black,37,never married,3,school,11,True,None,4,None,protestant,True,part-time,86,157,5000
31926,black,16,never married,0,school,10,True,None,0,None,baptist,False,None,75,178,None
28071,other,18,never married,0,college,1,False,None,0,None,other,False,part-time,49,163,10000
31179,black,35,married,4,college,1,False,None,6,1,None,True,full-time,68,157,40000
41046,black,29,never married,0,school,12,True,None,3,None,baptist,True,full-time,None,None,20000
30032,white,22,informal relationship,2,college,1,False,None,2,None,catholic,True,full-time,47,152,30000
38374,white,33,married,0,college,5,False,Bachelor,0,1,catholic,True,part-time,73,160,10000
26392,black,23,never married,0,school,12,True,None,1,None,None,True,part-time,54,157,60000
39288,other,15,never married,0,school,9,True,None,0,None,other,False,part-time,54,163,5000
28523,white,40,married,3,college,3,True,Associate,4,1,other,True,None,64,168,5000
35221,white,38,married,2,college,7,True,Master,3,1,catholic,True,full-time,67,157,2137000
38324,white,19,never married,0,college,1,True,None,0,None,protestant,False,both,53,160,12500
32245,white,21,never married,0,school,12,True,None,0,None,None,True,full-time,54,157,12500
29823,white,17,never married,0,school,11,False,None,0,None,protestant,False,None,48,165,None
41188,black,31,married,3,college,2,True,None,7,1,baptist,True,None,64,150,15000
35951,black,28,never married,3,school,10,False,None,5,None,protestant,True,full-time,120,160,15000
32671,black,32,separated,1,school,11,True,None,3,1,protestant,False,part-time,111,163,12500
38851,black,30,informal relationship,5,college,1,False,None,6,None,baptist,True,both,68,157,15000
41944,black,28,informal relationship,1,school,12,True,None,2,None,protestant,False,None,77,168,7500
30624,black,26,never married,1,college,1,False,None,6,None,protestant,True,full-time,86,170,25000
41821,black,22,never married,2,college,2,False,None,3,None,None,True,full-time,66,160,5000
31118,black,22,never married,3,school,12,False,None,5,None,baptist,True,full-time,None,None,10000
28039,black,28,never married,1,college,1,False,None,2,None,protestant,True,part-time,113,180,7500
31940,black,28,never married,3,college,1,True,None,3,None,other,True,None,96,165,12500
31707,black,31,never married,2,school,12,False,None,2,None,None,True,both,62,165,2137000
36576,black,29,never married,1,college,1,True,None,2,None,baptist,True,full-time,64,157,20000
29409,white,19,never married,0,college,1,True,None,2,None,catholic,False,part-time,59,157,10000
36502,white,24,informal relationship,2,college,1,False,None,2,None,protestant,True,full-time,67,168,20000
28759,white,20,never married,0,college,3,True,None,0,None,None,False,both,50,163,15000
35765,white,20,never married,0,college,2,False,None,0,None,None,True,part-time,57,163,5000
32219,white,30,never married,0,college,6,True,Master,0,None,baptist,True,full-time,125,180,75000
27339,white,40,divorced,0,school,9,False,None,2,1,None,True,both,79,157,7500
41746,white,28,married,2,school,12,True,None,3,1,None,True,full-time,121,165,12500
35604,white,28,married,3,college,1,False,None,3,1,baptist,True,None,63,163,7500
39756,white,39,married,4,college,2,True,Associate,4,1,catholic,True,both,87,173,25000
31465,white,34,widowed,1,college,6,True,Master,1,1,catholic,True,full-time,91,168,75000
35919,black,30,separated,1,college,4,False,Associate,5,1,baptist,True,None,72,165,15000
36428,black,33,married,0,college,4,True,Bachelor,2,1,protestant,True,None,69,165,50000
31061,black,31,never married,1,college,2,False,None,2,None,protestant,True,full-time,110,168,25000
26728,black,33,never married,0,college,6,True,Master,0,None,None,True,full-time,77,157,60000
36613,black,36,informal relationship,1,college,6,True,Master,1,None,protestant,True,full-time,98,163,2137000
41127,black,34,married,1,college,7,False,Master,2,1,baptist,True,full-time,66,157,75000
40696,black,44,never married,0,college,5,True,Bachelor,6,None,protestant,True,full-time,81,170,60000
34808,black,39,never married,0,college,6,True,Master,0,None,protestant,True,full-time,73,168,60000
40068,white,15,never married,0,school,10,False,None,0,None,protestant,False,None,67,175,None
36842,white,22,never married,0,college,3,False,Associate,0,None,protestant,True,part-time,61,155,5000
36319,white,37,married,3,college,4,True,Bachelor,4,1,None,True,part-time,86,170,60000
34806,black,43,married,2,college,4,False,Associate,3,1,protestant,True,full-time,94,160,20000
40567,black,19,never married,1,school,11,False,None,0,None,baptist,True,both,70,170,5000
41727,white,28,never married,4,college,2,False,None,4,None,protestant,True,None,77,163,15000
33247,white,20,never married,0,college,2,True,None,0,None,catholic,False,both,47,163,7500
30378,white,43,informal relationship,1,school,12,True,None,1,1,catholic,True,full-time,59,157,50000
26754,white,35,married,3,college,5,True,Bachelor,4,1,catholic,True,None,54,160,35000
26312,white,38,married,2,college,1,True,None,2,1,catholic,True,part-time,57,173,7500
28752,other,38,married,3,college,4,True,None,3,2,other,False,part-time,76,150,7500
28675,white,39,married,1,college,4,True,Bachelor,1,1,catholic,True,part-time,64,160,5000
33046,white,26,married,1,college,4,True,Bachelor,1,1,catholic,True,both,66,163,50000
27080,hispanic,24,never married,1,school,12,True,None,1,None,None,True,full-time,86,163,35000
30470,white,34,never married,0,college,2,True,Associate,0,None,None,True,full-time,102,165,35000
32349,hispanic,34,married,2,college,2,False,None,7,1,protestant,True,full-time,86,163,35000
29121,white,44,informal relationship,1,school,10,True,None,4,1,None,True,full-time,63,163,12500
30636,white,40,married,1,school,12,True,None,3,1,catholic,True,full-time,75,152,35000
32122,white,16,never married,0,school,11,False,None,0,None,baptist,False,None,51,155,None
32892,white,44,widowed,3,school,12,True,None,5,3,catholic,True,None,91,165,20000
27278,black,16,never married,0,school,10,False,None,0,None,baptist,False,None,53,163,None
26983,white,30,never married,1,college,4,False,None,1,None,catholic,True,part-time,79,170,15000
31905,white,44,divorced,3,college,2,False,None,2,1,catholic,True,part-time,64,160,25000
31435,hispanic,32,informal relationship,2,school,12,True,None,3,1,protestant,True,full-time,54,150,25000
28104,white,36,never married,0,college,3,False,Associate,0,None,None,True,full-time,98,168,60000
32279,white,17,never married,0,school,11,False,None,0,None,protestant,False,None,66,173,None
30726,white,38,divorced,0,college,3,False,Associate,0,1,catholic,True,full-time,51,157,75000
32299,white,43,married,0,college,4,True,Bachelor,2,2,catholic,True,full-time,66,173,75000
28169,white,37,never married,0,college,4,True,Bachelor,0,None,catholic,True,full-time,53,157,2137000
29287,white,33,never married,2,school,12,True,None,5,None,protestant,False,both,82,170,15000
29583,white,30,never married,0,college,7,True,Master,0,None,catholic,True,full-time,125,163,50000
33420,white,43,married,2,college,4,True,Bachelor,2,1,protestant,True,full-time,61,157,5000
31686,black,36,never married,2,college,2,False,None,4,None,None,True,part-time,None,None,7500
27273,black,36,never married,2,school,11,False,None,2,None,None,True,full-time,68,157,40000
32168,black,34,married,2,college,2,True,Associate,2,1,protestant,True,full-time,68,165,30000
31983,white,44,informal relationship,1,school,9,False,None,6,1,protestant,True,full-time,86,168,50000
30887,black,40,informal relationship,3,college,2,True,None,3,None,baptist,True,full-time,125,180,50000
29791,white,20,never married,0,college,2,True,None,0,None,catholic,False,both,59,168,15000
28164,black,17,never married,0,school,11,True,None,0,None,protestant,False,part-time,63,165,10000
27995,black,18,never married,4,college,1,True,None,0,None,baptist,False,part-time,84,165,12500
32054,white,31,married,1,college,4,True,Bachelor,2,1,catholic,True,full-time,125,180,40000
28687,black,18,never married,0,school,12,False,None,0,None,protestant,False,both,61,152,12500
28570,white,24,never married,1,college,1,True,None,4,None,protestant,True,full-time,57,165,12500
26518,black,38,informal relationship,1,college,4,True,Bachelor,1,None,protestant,True,both,70,160,30000
29335,black,20,informal relationship,1,school,12,True,None,1,None,baptist,True,both,69,157,7500
31504,white,24,never married,0,college,1,False,None,0,None,protestant,True,both,79,163,15000
32103,black,35,never married,0,college,5,True,Master,0,None,baptist,True,full-time,64,175,30000
27720,black,19,never married,0,college,2,False,None,0,None,baptist,True,part-time,73,157,7500
28485,black,35,never married,2,school,11,False,None,3,None,None,True,full-time,77,152,25000
31227,black,38,married,2,school,12,False,None,5,1,baptist,True,full-time,109,152,35000
32856,black,27,never married,2,school,11,True,None,6,None,baptist,True,full-time,107,180,20000
27567,black,18,never married,1,school,10,False,None,0,None,other,False,both,71,165,15000
31934,black,30,never married,2,school,12,True,None,4,None,baptist,True,both,62,157,20000
28268,black,23,never married,1,school,12,False,None,2,None,baptist,True,full-time,100,163,12500
29734,black,33,never married,0,college,6,False,None,0,None,baptist,True,full-time,125,165,35000
29344,black,42,never married,0,school,12,True,None,0,None,None,True,full-time,104,170,30000
31260,black,39,divorced,1,college,3,False,Associate,0,1,protestant,True,full-time,86,160,20000
32546,black,16,never married,0,school,11,False,None,0,None,baptist,False,part-time,64,160,10000
32275,black,22,never married,1,college,4,True,Bachelor,1,None,protestant,True,full-time,54,163,12500
29897,black,41,divorced,1,school,11,False,None,3,1,baptist,True,part-time,79,160,12500
29714,hispanic,38,never married,3,college,1,False,None,3,None,None,False,None,61,157,7500
32846,black,28,never married,3,school,12,True,None,3,None,baptist,True,both,79,165,12500
28091,black,30,informal relationship,1,school,11,False,None,5,None,None,True,None,125,157,30000
26671,black,24,never married,0,college,4,False,None,1,None,baptist,True,part-time,85,150,10000
29005,black,19,never married,0,college,1,False,None,1,None,protestant,False,part-time,None,None,10000
31352,black,42,never married,0,college,3,False,Associate,0,None,protestant,True,full-time,89,168,40000
30480,black,16,never married,0,school,10,True,None,0,None,protestant,False,None,57,160,None
30589,black,34,married,2,college,4,True,Bachelor,2,1,baptist,True,None,59,160,2137000
28635,white,40,married,0,college,7,True,Professional,0,1,other,True,full-time,47,160,50000
33172,white,29,married,2,college,2,False,None,2,1,catholic,True,full-time,79,163,20000
29013,white,37,married,3,college,6,True,Master,3,1,protestant,True,part-time,56,163,2137000
31624,white,34,married,0,college,6,True,Bachelor,1,1,catholic,True,full-time,None,None,75000
30252,white,38,never married,0,college,4,True,Bachelor,1,None,catholic,True,full-time,72,168,60000
32325,black,24,never married,2,college,2,False,None,2,None,baptist,True,full-time,73,160,12500
26454,white,26,never married,0,college,4,True,Bachelor,0,None,None,True,full-time,103,175,12500
27210,other,28,never married,0,college,7,True,Master,0,None,other,True,full-time,51,155,7500
26155,white,17,never married,0,school,11,False,None,0,None,catholic,False,None,59,157,None
29364,white,35,informal relationship,2,school,12,True,None,5,None,None,True,full-time,97,150,15000
31211,hispanic,34,married,1,college,4,True,Bachelor,5,1,None,True,full-time,86,160,50000
29621,black,35,married,1,school,12,True,None,4,1,None,True,part-time,107,163,25000
32309,white,31,divorced,3,school,11,False,None,3,1,None,True,None,113,173,12500
29579,white,44,never married,0,school,11,False,None,4,None,None,True,None,70,150,10000
29389,white,39,informal relationship,2,school,9,False,None,4,1,protestant,True,None,51,150,5000
30965,white,44,divorced,0,school,9,False,None,3,2,baptist,False,None,64,163,None
28686,white,23,informal relationship,0,school,10,False,None,0,None,None,True,full-time,59,170,20000
28430,white,16,never married,0,school,10,False,None,0,None,protestant,False,None,64,163,None
27397,white,26,informal relationship,3,school,11,False,None,7,None,catholic,True,None,48,157,5000
31616,white,18,never married,0,school,12,False,None,0,None,protestant,False,full-time,76,160,5000
35383,white,17,never married,0,school,12,False,None,0,None,other,False,part-time,78,160,10000
40630,white,31,married,0,college,4,True,Bachelor,1,1,protestant,True,full-time,None,None,2137000
42305,white,15,never married,0,school,10,False,None,0,None,catholic,False,part-time,47,160,5000
39855,white,16,never married,0,school,11,False,None,0,None,None,False,None,75,180,None
34347,white,44,married,1,school,12,True,None,1,1,catholic,True,None,64,163,2137000
42485,white,41,married,2,college,5,False,Master,3,1,protestant,True,part-time,61,168,2137000
34285,white,33,married,1,college,7,True,Master,2,1,protestant,True,part-time,None,None,20000
42617,white,22,never married,0,college,4,True,Bachelor,0,None,None,False,full-time,68,163,40000
38483,white,42,married,3,school,12,True,None,3,1,catholic,True,None,49,168,25000
38123,black,37,married,4,school,12,False,None,4,1,other,True,both,86,168,20000
39823,hispanic,17,never married,0,school,12,False,None,0,None,catholic,False,part-time,54,163,5000
35812,white,31,married,2,college,2,True,Associate,2,1,other,True,None,66,165,30000
39007,white,40,married,2,college,4,True,Bachelor,3,1,catholic,True,full-time,79,173,2137000
33969,white,18,never married,0,college,1,False,None,0,None,None,False,None,54,157,None
38649,white,31,married,1,college,4,True,Bachelor,1,1,protestant,True,full-time,75,157,60000
40128,white,30,married,0,college,2,True,Associate,0,1,None,True,full-time,93,150,35000
39161,white,19,never married,0,college,1,False,None,0,None,protestant,False,part-time,61,168,5000
34035,white,43,married,2,college,3,True,None,2,1,protestant,True,None,59,160,35000
35567,white,37,married,4,school,12,True,None,4,3,protestant,True,full-time,113,175,15000
34655,white,37,married,2,college,5,True,Bachelor,2,1,protestant,True,full-time,77,168,50000
35724,white,29,married,2,college,2,True,None,2,1,catholic,True,None,64,165,30000
40123,white,24,informal relationship,0,college,1,True,None,0,None,None,True,full-time,91,175,25000
35166,white,18,never married,0,college,1,False,None,0,None,other,False,part-time,59,150,7500
37523,white,25,informal relationship,0,college,4,True,Bachelor,0,None,None,True,full-time,59,160,40000
34480,white,17,never married,0,school,11,False,None,0,None,protestant,False,part-time,68,170,5000
39343,white,23,never married,0,college,6,False,None,0,None,None,False,part-time,75,178,10000
35855,white,19,never married,0,college,1,False,None,0,None,None,True,both,54,160,10000
35698,white,28,never married,0,college,1,True,None,0,None,protestant,True,both,52,150,2137000
37319,white,31,married,0,college,4,True,Bachelor,0,1,protestant,True,full-time,79,170,50000
37722,white,28,never married,0,college,5,True,Bachelor,1,None,protestant,True,full-time,61,170,75000
39678,white,30,married,2,college,5,True,Bachelor,2,1,protestant,True,None,57,163,5000
37261,white,42,never married,0,college,7,True,Master,0,None,protestant,True,full-time,91,178,60000
38051,white,38,married,1,college,4,True,Bachelor,1,1,None,True,full-time,58,165,2137000
38656,white,33,married,1,college,7,True,Doctorate,1,1,None,True,full-time,100,175,75000
35169,white,44,informal relationship,1,school,12,True,None,3,1,protestant,True,full-time,109,170,35000
39976,white,22,never married,0,college,3,True,None,0,None,None,False,both,52,170,12500
42136,white,30,never married,0,college,7,True,Professional,0,None,None,True,full-time,68,165,2137000
41668,white,21,never married,0,college,3,True,None,0,None,None,False,part-time,78,173,7500
35456,black,17,never married,0,school,11,True,None,0,None,protestant,False,part-time,75,180,20000
39237,white,30,married,0,college,6,True,Master,0,1,None,False,part-time,59,163,7500
41605,white,21,never married,0,college,3,True,None,1,None,other,True,both,50,170,7500
42230,other,32,married,0,college,4,True,Bachelor,0,1,None,True,full-time,55,163,75000
35276,other,26,married,0,school,12,True,None,0,1,other,True,full-time,53,165,2137000
41733,black,27,never married,1,college,2,True,None,1,None,protestant,True,full-time,86,168,30000
42289,white,31,never married,0,college,2,True,None,0,None,catholic,True,full-time,68,163,40000
36812,white,39,never married,0,college,3,False,None,0,None,catholic,True,None,66,175,40000
41531,white,25,married,0,college,7,False,Bachelor,0,1,protestant,False,None,59,163,40000
37048,white,29,married,0,college,4,True,Bachelor,1,1,protestant,True,full-time,None,None,50000
33527,white,43,married,2,college,6,True,Master,2,1,catholic,True,full-time,54,160,75000
36057,white,29,married,3,college,1,True,None,4,1,protestant,True,full-time,60,160,35000
36494,white,32,informal relationship,3,college,1,False,None,3,None,catholic,True,full-time,59,160,35000
40476,black,26,never married,0,college,1,True,None,0,None,None,False,part-time,100,168,10000
38265,white,29,informal relationship,0,college,7,True,Master,0,None,None,True,full-time,82,180,2137000
34803,white,33,married,0,college,5,False,Master,0,1,None,True,full-time,50,168,30000
35338,white,24,informal relationship,0,school,12,True,None,0,None,None,True,both,68,168,25000
37579,white,26,never married,0,college,4,True,Bachelor,0,None,protestant,True,full-time,64,165,50000
42327,white,29,never married,0,college,4,True,Bachelor,0,None,catholic,True,full-time,91,175,25000
34688,white,28,informal relationship,0,college,4,True,Bachelor,0,None,None,True,full-time,54,157,20000
34384,white,40,married,2,college,4,True,Bachelor,2,1,None,True,full-time,66,160,2137000
41653,white,23,never married,0,college,3,False,None,1,None,None,True,part-time,66,173,15000
39939,white,40,informal relationship,0,college,2,True,Associate,1,None,None,False,part-time,51,160,12500
40031,white,17,never married,0,school,12,False,None,0,None,catholic,False,part-time,57,178,5000
41363,white,22,never married,0,college,4,True,None,0,None,None,True,full-time,64,165,20000
36400,white,43,never married,0,college,7,True,Master,0,None,protestant,True,full-time,86,165,75000
34592,white,37,never married,0,college,7,True,Master,0,None,protestant,True,full-time,73,165,60000
35260,black,21,married,2,school,11,False,None,3,1,other,False,None,86,168,None
42356,black,25,never married,1,school,11,True,None,2,None,protestant,True,None,109,170,25000
39310,black,22,never married,1,college,1,True,None,3,None,protestant,True,both,85,163,20000
38429,white,24,never married,0,college,4,False,None,0,None,baptist,True,full-time,89,168,30000
42621,other,25,informal relationship,0,school,12,True,None,0,None,None,True,part-time,68,157,25000
35262,black,44,married,2,school,12,True,None,4,1,baptist,True,full-time,100,165,30000
34150,black,31,informal relationship,3,college,1,True,None,6,None,baptist,True,both,84,160,25000
37449,hispanic,22,married,1,school,12,True,None,1,1,protestant,True,both,73,163,7500
33704,black,17,never married,0,school,11,False,None,0,None,catholic,False,None,125,165,None
37238,black,15,never married,0,school,9,False,None,0,None,other,False,None,55,165,None
42474,hispanic,29,informal relationship,0,school,12,False,None,0,None,catholic,True,full-time,91,155,12500
40857,white,34,married,2,school,12,False,None,3,1,None,True,full-time,110,165,50000
40433,white,39,informal relationship,2,college,2,True,Associate,7,1,baptist,True,None,70,168,50000
41747,hispanic,26,informal relationship,2,school,12,True,None,2,None,catholic,False,None,91,152,None
40048,hispanic,23,separated,2,school,12,True,None,2,1,protestant,True,full-time,56,157,15000
37020,hispanic,28,separated,3,school,12,True,None,3,1,catholic,True,part-time,47,157,12500
35662,hispanic,35,married,2,school,10,True,None,2,1,catholic,True,None,77,155,10000
34067,hispanic,16,never married,0,school,11,False,None,0,None,protestant,False,None,50,163,None
38152,other,44,never married,0,college,3,False,None,2,None,catholic,True,full-time,70,160,20000
35178,white,18,never married,0,college,1,False,None,0,None,None,False,part-time,70,168,12500
40097,white,21,never married,0,school,12,True,None,1,None,None,True,both,None,None,5000
36939,white,28,never married,0,college,7,True,Master,0,None,protestant,True,full-time,64,170,35000
40104,white,26,never married,0,school,9,True,None,0,None,protestant,True,both,77,163,40000
37457,white,27,never married,0,college,4,True,Bachelor,0,None,catholic,True,full-time,109,170,75000
36764,hispanic,27,married,2,college,2,True,Associate,2,2,None,True,full-time,57,163,20000
37577,white,18,never married,0,college,1,False,None,0,None,None,False,part-time,77,170,5000
39950,white,19,informal relationship,0,college,1,False,None,0,None,catholic,True,both,61,152,10000
36937,white,31,married,1,college,4,True,Bachelor,2,1,protestant,True,part-time,None,None,40000
35177,white,18,never married,0,school,12,False,None,0,None,catholic,False,part-time,64,157,10000
37094,white,24,never married,0,school,12,True,None,0,None,baptist,True,full-time,100,152,25000
39841,white,38,married,2,school,12,True,None,2,1,protestant,True,full-time,70,170,25000
35108,white,25,divorced,2,school,12,False,None,3,1,None,True,None,56,170,5000
38012,white,29,married,2,college,1,True,None,2,1,baptist,True,None,125,165,5000
35692,white,24,informal relationship,1,college,1,True,None,3,1,baptist,True,full-time,92,168,30000
41320,white,36,divorced,2,college,2,True,Associate,4,1,None,True,full-time,120,175,40000
33545,white,42,divorced,2,college,3,False,Associate,3,1,None,True,full-time,76,180,60000
41133,white,31,married,2,college,2,True,None,2,1,catholic,True,full-time,98,168,50000
42317,white,26,married,0,college,6,True,Master,0,1,protestant,True,full-time,57,175,60000
